page_number,company_name,email_count,emails,phones,websites,founded_year,employees,profile_url
8,OFFICINA+39,1,info@officina39.com,+390158492913,https://www.google-analytics.com; https://www.google.com; http://www.officina39.com,1992,10-49,https://www.commonobjective.co/officina-39-2
8,Tagualand,1,info@tagualand.com,(593)9990998,https://www.google-analytics.com; https://www.google.com; www.tagualand.com,2014,1-4,https://www.commonobjective.co/tagualand
8,Boma Jewelry,1,suzanne@bomajewelry.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1981,50-249,https://www.commonobjective.co/boma-jewelry
8,Spring NE,3,lisa@springne.com; oguz.kamburoglu@springne.com; samet.cetin@springne.com,02080655646,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,50-249,https://www.commonobjective.co/spring-ne
8,Tetriberica,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1993,50-249,https://www.commonobjective.co/tetriberica
8,Gooseberry Fool,1,rachel@gooseberryfool.co.uk,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2016,1-4,https://www.commonobjective.co/gooseberry-fool
8,Aquafil,1,viola@eco-age.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1965,1000+,https://www.commonobjective.co/aquafil
8,Evolution3,3,lindamaip@gmail.com; rachel@evolution3.com; marian@evolution3.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,50-249,https://www.commonobjective.co/evolution3
8,Anubha,2,akshat@anubhaindustries.com; chetan.tare@anubhaindustries.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2013,250-999,https://www.commonobjective.co/anubha
8,VISTA MODA,1,gokay@vistatekstil.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,10-49,https://www.commonobjective.co/vista-moda-tekstil-reklamcilik-san-ve-tic-ltd-sti
8,Source Creative,1,jaini@sourcecreative.in,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,1-4,https://www.commonobjective.co/source-creative-1
8,Buno Behen,1,maithili@bunobehen.com,+33 0609831131; 0609831131,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,,https://www.commonobjective.co/buno-behen
8,Silaiwali,1,info@silaiwali.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,50-249,https://www.commonobjective.co/silaiwali
8,NIL Textile s. r. o.,3,jan.mil@nilmore.com; marketa.krizova@nilmore.com; info@nilmore.com,,www.niltextile.com; www.google.com; https://www.googletagmanager.com,,,https://www.commonobjective.co/nil-textile
8,HZCORK,1,contact@hcork.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2015,50-249,https://www.commonobjective.co/hzcork
8,ООО «БАРЛЛИ ГРУПП»,1,b2b@barlly.store,,https://www.google-analytics.com; http://barlly-group.com; https://www.google.com,2017,50-249,https://www.commonobjective.co/barlly-group-llc
8,H&J Studio,1,vilma.jimenez@hijtrading.com,+593995522897,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/h-j-studio
8,AmaDablam,1,admin@amadablam.uk,+447912415266,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,1-4,https://www.commonobjective.co/amadablam
8,"Dev Ethical Sustainable Crafts and Textiles, Uttarakhand -DESCATUK",1,descatuk@gmail.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,,https://www.commonobjective.co/descatuk-private-limited
9,MANIFATTURA PEZZETTI,1,g.perona@pezzetti.it,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,1913,50-249,https://www.commonobjective.co/manifattura-pezzetti
9,Strobel Ltda,1,mrstrobel@strobel.cl,,https://www.google-analytics.com; https://www.google.com; https://www.strobel.cl,1942,10-49,https://www.commonobjective.co/strobel-ltda
9,Sabahar,1,info@sabahar.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,50-249,https://www.commonobjective.co/sabahar-2
9,Botto Upcycle Enterprise,1,Botto.upcycle@gmail.com,+2330249506812,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/botto-upcycle-enterprise
9,CONBELLO TEXTILE,1,info@conbello.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2008,50-249,https://www.commonobjective.co/conbello-textile-business
9,Kowil women and orphans self help group(kwosh),1,victorkopiyo444@yahoo.com,+254725571957,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2005,10-49,https://www.commonobjective.co/kowil-women-and-orphans-self-help-group-kwosh
9,Bananatex®,1,hello@bananatex.info,,https://www.bananatex.info; www.google.com; https://www.googletagmanager.com,2020,,https://www.commonobjective.co/bananatex-r
9,Mila Cosa,1,miyandazi@milacosa.com,+254723958941,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/mila-cosa
9,TORCETEX,2,rodrigo@globo.nl; david@globalgreen.solutions,+31416272572,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1956,,https://www.commonobjective.co/torcetex
9,Tenun Ikat Sikka,1,hola@toqapu.com,+41445866635,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2014,,https://www.commonobjective.co/tenun-ikat-sikka
9,ASOC. DE MUJERES AGRO-ARTESANALES AMA,1,artesaniasama08@gmail.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2008,10-49,https://www.commonobjective.co/asoc-de-mujeres-agro-artesanales-ama
9,Armadillo Stores,1,armadillostores@gmail.com,+593999222024,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,,https://www.commonobjective.co/armadillo-stores
9,Twenty3 23 Designs & Sourcing Pvt Ltd,1,info@2323designs.in,+918800832028,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,5-9,https://www.commonobjective.co/twenty3-23-designs-sourcing-pvt-ltd
9,MTI USA,2,lm@mtinewyork.com; tr@mtinewyork.com,+16462874013,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1995,1-4,https://www.commonobjective.co/mti-usa
9,FibreLab,1,k.katz0320191@arts.ac.uk,,www.youtube.com; https://www.google-analytics.com; https://www.google.com,2020,1-4,https://www.commonobjective.co/fibrelab
9,Le Qara,2,a.davila@leqara.com; info@leqara.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,,,https://www.commonobjective.co/le-qara
9,Ethical Edit Limited,1,juliana@ethicaledit.com.au,+64272810556,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/ethical-edit-limited
9,MAFCO EXPOTS AND GARMENTS,1,n.shekar@mafco.in,,www.mafco.in; https://www.google-analytics.com; https://www.google.com,2017,50-249,https://www.commonobjective.co/mafco-expots-and-garments
9,Samvara Consultancy India (OPC) pvt. Ltd,1,nwearth1@gmail.com,+919810833031,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,,https://www.commonobjective.co/samvara-consultancy-india-opc-pvt-ltd
9,La Tagueria,1,latagueria@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1977,10-49,https://www.commonobjective.co/la-tagueria
10,Ananas Anam,4,ceri.rees@ananas-anam.com; raquel.prado@ananas-anam.com; bruno.depenanster@ananas-anam.com; alexandra.richardson@ananas-anam.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2013,10-49,https://www.commonobjective.co/ananas-anam
10,Sanctuary Innerwear,1,sanctuaryinnerwear@gmail.com,,https://swatchon.com; http://sanctuaryinnerwear.com; https://www.google-analytics.com,2019,1-4,https://www.commonobjective.co/sanctuary-innerwear
10,Rangsutra Crafts India,1,rahulnoblesingh@mac.com,+919910941379,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2007,50-249,https://www.commonobjective.co/rangsutra-crafts-india
10,Lana Siberie,1,i.filipovscaia@gmail.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2013,,https://www.commonobjective.co/lana-siberie
10,Bridget Kennedy Project Space,1,bridget@bridgetkennedy.com.au,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2005,,https://www.commonobjective.co/bridget-kennedy-project-space
10,12NA (DOCENA),1,mariano@docena.net,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2004,5-9,https://www.commonobjective.co/12na-docena
10,Anthyia Inc,1,ying.luo@anthyia.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2012,1-4,https://www.commonobjective.co/anthyia-inc
10,Topiku,2,monty@topiku.co; geoff@topiku.co,+6281383322760,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2015,1-4,https://www.commonobjective.co/topiku
10,Gaia Sourcing UK LLP,2,banus@gaia-sourcing.com; sedar@gaia-sourcing.com,+902122492200,www.gaia-sourcing.com; www.google.com; https://www.googletagmanager.com,,10-49,https://www.commonobjective.co/gaia-sourcing-uk-llp
10,Swat Valley Guild,1,zufi@bizgees.org,,http://www.the-svg.net; https://www.google-analytics.com; https://www.google.com,2016,5-9,https://www.commonobjective.co/swat-valley-guild
10,Lebenskleidung,1,ben@lebenskleidung.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2008,5-9,https://www.commonobjective.co/lebenskleidung
10,KEP Textile Atelier,1,pervin@kepteam.org,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2021,10-49,https://www.commonobjective.co/kep-textile-atelier
10,URVARA Pty LTD,1,domdsilva@urvara.com.au,+91 9884080705,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,1-4,https://www.commonobjective.co/eco-sigma-pvt-ltd
10,Metalbottoni S.p.A,1,a.valli@metalbottoni.it,+39 3517861790,https://www.google-analytics.com; www.metalbottoni.it; https://www.google.com,1959,50-249,https://www.commonobjective.co/metalbottoni-s-p-a
10,WC Artisan Collections Ltd,1,lorenza@womencraft.org,+255769841712,http://www.womencraft.org; www.google.com; https://www.googletagmanager.com,2007,,https://www.commonobjective.co/wc-artisan-collections-ltd
10,KOUA STUDIO,1,pr@kouastudio.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,5-9,https://www.commonobjective.co/koua-studio-1
10,TAGUARTE,1,jjsemanate@gcabogados.com,+593993688119,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2000,1-4,https://www.commonobjective.co/taguarte
10,TINKU - Celebrating Bolivian Heritage,1,eliana.garron@tinku.world,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2019,,https://www.commonobjective.co/tinku-celebrating-bolivian-heritage
10,Win-Win Textiles,1,lars@win-win.info,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1957,10-49,https://www.commonobjective.co/win-win-textiles
10,INDIVIDUALS Lingerie-bikini-silk,1,individuals@individuals.it,+393471626689,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2006,1-4,https://www.commonobjective.co/individuals-lingerie-bikini-silk
11,Sewing & Design Studio,1,mail@traceydockree.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,,https://www.commonobjective.co/sewing-design-studio
11,Local Women's Handicrafts,1,nasreen@localwomenshandicrafts.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2008,50-249,https://www.commonobjective.co/local-women-s-handicrafts
11,Manos del Uruguay,1,adeprado@manos.com.uy,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1968,50-249,https://www.commonobjective.co/manos-del-uruguay-1
11,KOLORO,1,carmenbalbin@koloro.pe,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,2017,1-4,https://www.commonobjective.co/koloro
11,Can Fashion Pvt Ltd,1,ashish@candesigns.in,,www.candesigns.in; https://www.google-analytics.com; http://www.candesigns.in,2011,250-999,https://www.commonobjective.co/can-fashion-pvt-ltd
11,Marina Sourcing,1,fabad@marinaec.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2018,1-4,https://www.commonobjective.co/marina-sourcing
11,SOFFA,2,f.a.zafeiropoulou@soffa.gr; designer@wearyourorigins.com,+302111189357,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,5-9,https://www.commonobjective.co/soffa
11,Brixon Design & Manufacturing,1,robert@brixon.com.hk,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1982,,https://www.commonobjective.co/brixon-design-manufacturing
11,Ereena,1,jyoti.exemplar@gmail.com,+919866153195,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2013,50-249,https://www.commonobjective.co/ereena
11,New Leaf Sourcing,1,info@newleafcompany.ca,+16476695214,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,5-9,https://www.commonobjective.co/new-leaf-sourcing
11,Sarah Yaccabe,1,slyaccabe@gmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2014,1-4,https://www.commonobjective.co/yaccabe-bespoke
11,The London Embroidery Studio Ltd,1,andy@londonembroiderystudio.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2007,5-9,https://www.commonobjective.co/the-london-embroidery-studio-ltd
11,Flying Tex,1,bruce@flyingtex.com.tw,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,1993,10-49,https://www.commonobjective.co/flying-tex
11,EUROMAGLIA SRL,1,elisa@euromaglia.it,,www.euromaglia.com; https://www.google-analytics.com; https://www.google.com,1980,,https://www.commonobjective.co/euromaglia-srl
11,EBD CARMAL HATS,1,ventas@ebdcarmalhats.com,,https://www.google-analytics.com; http://www.ebdcarmalhats.com; https://www.google.com,1962,,https://www.commonobjective.co/ebd-carmal-hats
11,Artesalinas,1,ventas@artesalinas.ec,+593985196031,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2003,10-49,https://www.commonobjective.co/artesalinas
11,Sieme,1,info@wearesieme.com,,www.google.com; https://www.googletagmanager.com; https://s.pointerpro.com,2020,,https://www.commonobjective.co/sieme
11,UPW LTD.,2,kwanlieu@upwhk.com; alexlo@upwhk.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1984,250-999,https://www.commonobjective.co/upw-ltd
11,NATIVA™,1,mestrada@chargeurs-luxury.com,,www.nativapreciousfiber.com; www.google.com; https://www.googletagmanager.com,1984,250-999,https://www.commonobjective.co/nativa
11,Rochak Handknit Craft,1,info@RochakHandknit.com,,http://RochakHandknit.com; https://www.google-analytics.com; https://www.google.com,1996,10-49,https://www.commonobjective.co/rochak-handknit-craft
